No,id,member_id,loan_status_class
15939,1221278,1462724,0
15940,3455108,4318703,1
15941,2089516,2422027,1
15942,20628656,22901436,1
15943,1278163,1521377,1
15944,1281124,1524277,0
15945,6874951,8497099,1
15946,10715969,12608071,1
15947,11215668,13127837,1
15948,20158284,22420940,1
15949,6326698,7858479,1
15950,815553,1023224,1
15951,25937948,28390834,1
15952,5960444,7432877,1
15953,22322917,24645693,1
15954,1124021,1361953,1
15955,17582850,19695396,1
15956,34953712,37666997,1
15957,513388,663358,1
15958,11427044,13359221,1
15959,6329836,1384975,1
15960,6324670,7856803,0
15961,36381414,39012822,1
15962,19657103,21879820,1
15963,33049843,35683056,1
15964,23163270,25516148,0
15965,13097897,15120086,1
15966,18834802,17743101,1
15967,13147166,15169354,1
15968,31647525,34240725,1
15969,22433390,24766156,1
15970,1704948,1997767,1
15971,26739616,29232654,1
15972,469382,591919,1
15973,20130400,22392912,1
15974,20127655,22390352,1
15975,349608,351265,1
15976,6637009,8219130,1
15977,36220392,38931727,1
15978,6330959,7862173,1
15979,22462696,24785523,1
15980,13257323,15299536,1
15981,733566,929945,1
15982,13177344,15209541,1
15983,1017770,1245960,1
15984,1857024,2159406,1
15985,5792697,7224437,1
15986,18895602,21078261,1
15987,10179695,12031240,1
15988,10585533,12467632,1
15989,29904779,32437956,0
15990,13236667,15278904,1
15991,3634463,4637469,1
15992,12585284,14597429,1
15993,18966111,21198755,1
15994,10120378,11971933,1
15995,525846,680339,1
15996,15620560,17712969,1
15997,1324247,1569262,0
15998,28392597,30915724,1
15999,11666630,13638794,1
16000,19086147,21288871,1
16001,14630140,16692434,1
16002,9115067,10947219,1
16003,17654970,19787443,1
16004,32128427,34731612,1
16005,8638128,10410002,1
16006,32128138,34731301,1
16007,35979682,38681328,1
16008,28422632,30945757,1
16009,20750767,23023313,1
16010,792727,997170,1
16011,10132300,11983649,1
16012,127489,127463,0
16013,28724555,31257761,1
16014,13045662,15077860,1
16015,4286766,5479097,0
16016,32008277,34621445,1
16017,10111585,11962942,1
16018,20409438,22682107,0
16019,1336173,1581095,1
16020,36451179,39172882,0
16021,10149677,12001211,1
16022,12495372,14507525,1
16023,12968685,15000863,1
16024,2076720,2429007,1
16025,15491119,17563465,1
16026,525321,661916,1
16027,5424835,6797004,0
16028,3359646,4173533,1
16029,5978960,7451408,1
16030,33290186,35933405,0
16031,22274349,24597002,1
16032,16301930,18404427,1
16033,10424595,12296743,1
16034,32518955,35132187,1
16035,36039744,38751415,1
16036,27120334,29623394,1
16037,706518,898735,0
16038,11685486,13657637,1
16039,1561686,1828906,1
16040,1333190,1578279,1
16041,11234742,13146901,0
16042,6330415,7861653,1
16043,10139086,11990675,1
16044,23903328,26276286,1
16045,30135404,32678593,1
16046,8969178,7108431,1
16047,28553253,31076402,1
16048,5618507,7000840,1
16049,13407196,15459492,1
16050,4289043,5481561,0
16051,14659500,16721824,1
16052,36380663,39012019,0
16053,28753260,31226403,1
16054,12489321,14501467,1
16055,7701020,9402500,1
16056,602707,773310,0
16057,2837651,3420207,0
16058,5040120,6342531,1
16059,5975986,7448315,0
16060,21091199,23373841,1
16061,24706295,27149103,1
16062,24144729,26547648,1
16063,2366765,2829115,1
16064,14530724,16593007,1
16065,3638595,4591028,1
16066,9705550,11557648,0
16067,1474610,1731885,0
16068,472730,596935,1
16069,10746775,12638845,1
16070,26198178,28671176,1
16071,7495415,9157521,1
16072,11935711,13927865,1
16073,14580963,16643239,1
16074,33190344,35833576,1
16075,383701,414154,1
16076,17914787,20067262,1
16077,6644630,8226782,0
16078,5980171,7452619,1
16079,875446,1089954,1
16080,4774922,6047094,1
16081,33641411,36284684,1
16082,1422467,1673409,1
16083,492330,629601,0
16084,33270763,35914037,1
16085,12997540,15029717,1
16086,11708074,13680258,1
16087,34402889,37066224,1
16088,565203,727206,1
16089,11426500,13358662,1
16090,3675775,4638938,1
16091,24625491,27058430,1
16092,5795433,7227598,1
16093,5031054,6333458,1
16094,367980,376593,1
16095,421455,484822,1
16096,3848819,4862474,1
16097,5776019,7208178,1
16098,26219679,24664425,0
16099,10404790,12276917,1
16100,27040117,29533151,1
16101,10140184,11991693,1
16102,3066869,3739494,1
16103,35723840,38419294,1
16104,21039462,23322313,1
16105,16732121,18844666,1
16106,20732538,23004991,1
16107,2286821,2709122,0
16108,7390185,9052126,1
16109,32499725,35113020,1
16110,15249498,17321941,1
16111,12937701,14969891,1
16112,13277035,15319242,1
16113,5005043,6307194,0
16114,30125360,32668545,1
16115,14620693,16682995,1
16116,15209347,17281836,1
16117,20378783,22651502,1
16118,8998534,10790476,1
16119,10776644,12668724,0
16120,29183815,31666991,1
16121,3624815,4576985,1
16122,21240963,23543803,1
16123,30185612,32728811,1
16124,12967900,15000094,1
16125,17243151,19375677,1
16126,7068818,8730869,1
16127,8155598,9897672,1
16128,28684286,31147476,1
16129,20358471,22631250,1
16130,32489253,35102503,1
16131,17964137,20116699,1
16132,7946924,9668937,1
16133,14809005,16881444,1
16134,726890,922361,1
16135,998968,1224349,1
16136,433409,516217,1
16137,32338767,34951978,1
16138,34633167,37316465,1
16139,3637936,4590316,0
16140,10069721,11921310,1
16141,35206168,37857536,1
16142,1600037,1870792,0
16143,17322975,19445509,1
16144,1509743,1771512,1
16145,8595760,10347849,1
16146,31287207,33860421,1
16147,23733613,26106518,0
16148,4155461,5297697,1
16149,12515156,14527305,0
16150,23643622,26016504,1
16151,10558726,12440654,1
16152,13016860,15049062,0
16153,16071895,18174361,1
16154,20067074,22329838,1
16155,7666805,9348874,1
16156,4196215,5338505,1
16157,547152,705526,1
16158,3218509,3961177,1
16159,1508576,1770218,0
16160,14637978,16700378,1
16161,1414430,1664427,1
16162,12486493,14498610,1
16163,31246373,33819544,1
16164,10129418,11981045,1
16165,9048473,10860371,1
16166,25276408,27729302,1
16167,12697424,14709578,1
16168,10071762,11923109,1
16169,33160155,35803380,1
16170,6545006,8097151,1
16171,473163,597778,1
16172,36641134,39383852,1
16173,26198297,28671284,1
16174,4275474,5457701,1
16175,15289683,17362129,1
16176,19167275,21369964,1
16177,767533,968672,1
16178,1391808,1638695,1
16179,549277,708072,1
16180,5195792,6518034,1
16181,17764696,19897196,1
16182,9818000,11669868,1
16183,14489305,16551622,1
16184,578024,743224,1
16185,12967091,14999286,1
16186,6327093,7858777,1
16187,17914474,20066983,1
16188,441617,535870,1
16189,6708853,8311203,1
16190,7045176,8707317,1
16191,1176957,1418714,1
16192,12907996,14940171,1
16193,13398585,15450880,1
16194,8916221,10708281,1
16195,3344823,4147004,1
16196,33212069,35855440,1
16197,13657865,15710153,0
16198,5959762,7432179,1
16199,2837271,3419784,1
16200,244872,229143,1
16201,16351788,18454283,1
16202,11255344,13167518,1
16203,1216766,1457717,1
16204,1627739,1900093,1
16205,19127129,21329827,1
16206,12337468,14329602,1
16207,3498390,4381015,1
16208,3704188,4847665,1
16209,17734307,19866816,1
16210,20729326,23002045,1
16211,21079899,23362727,1
16212,11886570,13878735,1
16213,2874817,3476995,1
16214,9655056,11507175,1
16215,20208507,22471258,1
16216,7086523,8748644,1
16217,36049557,38761201,1
16218,453632,560980,1
16219,3926190,5018501,1
16220,12417043,14429175,1
16221,3149425,3861899,1
16222,31457649,34050847,1
16223,4165984,5308236,0
16224,36089288,38800890,0
16225,6394867,7927008,0
16226,24053664,26426568,1
16227,12697651,14709808,1
16228,1682918,1965590,1
16229,19676617,21899358,1
16230,6565857,8117953,1
16231,11995267,13987421,1
16232,22372395,24705229,1
16233,37317512,40080276,1
16234,584495,751057,1
16235,6899388,8541303,1
16236,1914718,2226885,0
16237,15800714,17893212,1
16238,19586805,21809546,1
16239,2224605,2636759,1
16240,32218703,34831915,1
16241,1463000,1718567,1
16242,5935129,7407263,0
16243,12526238,14538373,1
16244,22384909,24717437,1
16245,1129391,1367694,1
16246,19796545,22019302,1
16247,16362696,18465144,1
16248,36763274,39506002,1
16249,6898047,8539998,1
16250,34332848,36996156,1
16251,651143,832949,1
16252,3163432,3876102,0
16253,1679880,1962363,1
16254,7097271,8759406,1
16255,35773676,38469124,1
16256,6210319,7692457,1
16257,17904543,20057047,1
16258,1461985,1716833,1
16259,23663232,26036187,1
16260,24726295,27169105,1
16261,19646690,21869426,1
16262,13027479,15059669,0
16263,19145534,21348280,1
16264,7099121,8761175,1
16265,30375649,32928818,1
16266,24005437,26378090,1
16267,11216287,13128462,1
16268,442471,531652,1
16269,6291290,7822482,1
16270,34963300,37636564,1
16271,8158051,9899993,1
16272,15380010,17452456,1
16273,3344862,4147042,1
16274,30986290,33549483,1
16275,873309,1087609,1
16276,30215579,32758791,1
16277,20670435,22943028,1
16278,18945049,21107774,1
16279,6735095,8337321,1
16280,15710180,11994923,1
16281,5957205,7429595,1
16282,3358356,4172082,1
16283,9174873,11007011,1
16284,10081332,11932720,0
16285,5778023,7210220,1
16286,11396050,13318231,1
16287,1576063,1844485,1
16288,13457784,15510075,1
16289,12876202,14898347,1
16290,23653183,26026143,1
16291,475985,602796,1
16292,15299590,17372037,1
16293,8354611,10096760,1
16294,11635252,13607404,1
16295,17694422,19826925,1
16296,6826821,1822404,1
16297,22802740,25145676,0
16298,612051,784808,1
16299,35256427,37937806,1
16300,5616698,6998939,1
16301,21550531,23893435,1
16302,11215016,13127172,1
16303,8147552,9889529,1
16304,1515820,1778281,1
16305,10624728,12496863,1
16306,10775021,12667149,1
16307,34873224,37556488,1
16308,11054738,12966887,1
16309,14680356,16742659,1
16310,28162078,30675198,1
16311,740655,938406,1
16312,28342477,30865594,1
16313,7934593,9656740,1
16314,12388221,14400340,1
16315,6939439,8581429,1
16316,5125338,6447667,1
16317,15449931,17522378,1
16318,5156710,6479052,0
16319,27581591,30084738,1
16320,8755316,10527417,1
16321,1220658,1461870,1
16322,4296207,5468495,1
16323,15610302,17702737,1
16324,2381639,2844328,1
16325,11614694,13586846,1
16326,5769851,7201970,1
16327,1154337,1395045,1
16328,31286534,33859715,1
16329,1111496,1348307,1
16330,10415045,12287161,1
16331,467940,589081,1
16332,22373244,24705985,0
16333,1090662,1328041,1
16334,3355487,4168975,1
16335,2309376,2741884,1
16336,11435948,13368119,0
16337,14007615,16060016,1
16338,7061413,8723141,1
16339,7050405,8712413,1
16340,30485852,33039035,1
16341,30385698,32938882,1
16342,6815857,8437964,1
16343,3927987,5021263,1
16344,807163,1013681,1
16345,7639281,9321189,1
16346,1347314,1591866,1
16347,13887674,15940014,1
16348,8117814,9859799,1
16349,885489,1101184,0
16350,12446501,14458626,1
16351,1689474,1971956,1
16352,25295994,27748954,1
16353,14520781,16583045,1
16354,12426142,14438265,1
16355,14610843,16673128,1
16356,24815365,27248326,1
16357,1057358,1289321,0
16358,5694813,7106963,1
16359,21050536,23333248,1
16360,1132006,1370986,1
16361,33541723,36185030,1
16362,8185275,9927385,1
16363,34452188,37115466,1
16364,10111458,11962831,1
16365,3291252,4064221,1
16366,621002,795898,1
16367,483102,614681,0
16368,5554818,6926978,1
16369,23123430,25476284,1
16370,8474613,10226761,1
16371,35979064,38680658,1
16372,15671488,17763899,1
16373,7677318,9379046,0
16374,13337437,15379639,1
16375,844727,1055770,1
16376,497814,638258,1
16377,1283965,1527770,0
16378,6726800,8329101,1
16379,35734064,38429541,1
16380,26409692,28882505,1
16381,4275583,5457818,1
16382,16141690,18244172,1
16383,15550153,17642575,1
16384,12398274,14410406,1
16385,1220550,1461981,0
16386,36980373,39713120,1
16387,21249885,23552784,1
16388,30565475,33118642,1
16389,20741269,23013760,1
16390,7050041,8712057,1
16391,4778222,6050678,1
16392,3536983,4429456,1
16393,25227911,27680528,1
16394,30145956,32689173,1
16395,15350646,17423060,1
16396,1396678,1643862,0
16397,34162005,36825285,1
16398,34332960,36996276,0
16399,5646299,7028539,1
16400,16141240,18243732,1
16401,6726558,8328856,1
16402,1429493,1680731,0
16403,6177490,7669607,1
16404,807448,1014024,1
16405,30355402,32908565,1
16406,25317772,27770474,1
16407,5706381,7118523,1
16408,6075321,7547482,0
16409,10161668,12013076,1
16410,6320035,7851333,1
16411,702013,893854,1
16412,3694974,4667170,1
16413,3186728,3919612,1
16414,12526598,14538727,1
16415,23193659,25546452,1
16416,2835112,3417358,0
16417,34462973,37126299,1
16418,31396406,33969580,1
16419,35073941,37757241,1
16420,5779905,7211983,1
16421,2835274,3417537,1
16422,23172946,25525869,1
16423,13166727,15198920,1
16424,10068881,11920532,1
16425,19146452,21349168,1
16426,1694661,1987424,1
16427,6205843,7687968,1
16428,12576243,14588406,1
16429,21591130,23844031,1
16430,1320538,1565806,1
16431,1279905,1522990,1
16432,30455644,33008817,1
16433,3927467,5020503,1
16434,13107836,15130005,1
16435,750565,949934,1
16436,13036735,15068913,1
16437,4784600,6056756,1
16438,18584798,20747489,1
16439,6166396,7648526,1
16440,22031682,24354599,1
16441,840315,1050679,0
16442,26769649,29262670,1
16443,21541311,23874157,1
16444,26058396,28511237,0
16445,2896749,3529156,1
16446,1040865,1270871,1
16447,500115,642194,1
16448,32018406,34631601,1
16449,21049708,23332536,0
16450,10608999,12480927,1
16451,10091982,11943252,1
16452,7078356,8740430,1
16453,17844048,19976599,1
16454,16642521,18885027,0
16455,18544545,20707244,1
16456,4288623,5481114,1
16457,1456506,1710968,1
16458,32519713,35133000,1
16459,37157297,39930032,0
16460,24124935,26527806,1
16461,6404588,7936737,1
16462,30245136,32788312,1
16463,23893813,26266723,1
16464,5774621,7206774,1
16465,35013489,37696766,1
16466,14470532,15038061,1
16467,20047540,22310245,1
16468,19587752,21810459,1
16469,10557639,12439613,1
16470,31086133,33659307,1
16471,354107,356050,1
16472,20700342,22972945,1
16473,592186,743050,0
16474,6548001,8100112,1
16475,5775565,7207700,1
16476,11966156,13958311,1
16477,6205225,7687361,1
16478,5146750,6469049,1
16479,8656397,10428412,1
16480,6829560,8451176,1
16481,756300,956224,1
16482,7446755,9108831,0
16483,27510835,30013919,1
16484,13207234,15239436,0
16485,14630720,16693007,1
16486,1128643,1366866,0
16487,35883674,38579116,1
16488,1031969,1261399,1
16489,11436367,13368548,1
16490,1139943,1380570,1
16491,979730,1202891,1
16492,17804458,19936966,0
16493,5796344,7228509,1
16494,31477732,34070932,1
16495,368168,382353,1
16496,29744499,32287684,1
16497,819238,1027308,1
16498,1375174,1619512,1
16499,1211982,1453149,1
16500,8374686,10116828,0
16501,1546942,1812755,1
16502,19115252,21318013,0
16503,35033941,37717256,1
16504,6935427,8577528,1
16505,6817310,8439354,1
16506,1140247,1380688,1
16507,13167854,15200036,1
16508,9866364,11718342,1
16509,1225144,1466231,1
16510,799345,1004522,1
16511,8374590,10116740,1
16512,548595,707249,1
16513,5795121,7227288,1
16514,20728787,23001586,1
16515,37690187,40462913,1
16516,1197166,1438160,0
16517,14708627,16781027,1
16518,7378797,4593717,1
16519,8560742,10312166,1
16520,7087283,8749393,1
16521,34313281,36976633,1
16522,16312314,18414783,1
16523,10152210,12003474,1
16524,5781714,7213556,1
16525,10086034,11938086,1
16526,1610083,1881902,1
16527,19947901,22170540,1
16528,16313035,18415457,1
16529,1414965,1664951,1
16530,13117155,15139354,1
16531,23864294,26237102,1
16532,11974886,13967039,1
16533,1625026,1897207,1
16534,30315329,32858511,1
16535,6289387,7820765,1
16536,34473614,37136959,1
16537,16452094,18534559,1
16538,8054733,9776872,1
16539,28853300,31376468,1
16540,2093520,2426316,0
16541,2634828,3177001,1
16542,12509337,14521467,1
16543,16142045,14357192,1
16544,1865411,2167632,1
16545,30125217,32668394,1
16546,29604104,32137273,1
16547,9216432,11038490,1
16548,13277507,15319706,1
16549,21201570,23504387,1
16550,12687086,14699261,1
16551,610265,782661,1
16552,1560253,1827336,1
16553,17714180,19846698,1
16554,12487113,14499231,1
16555,12416906,14429040,1
16556,11234947,13147110,1
16557,27591269,30094377,1
16558,21040912,23323605,1
16559,8185031,9927163,1
16560,6205729,7687854,1
16561,23995229,26367915,1
16562,4424588,5656741,1
16563,2434988,2917186,1
16564,12437124,14449247,1
16565,28684630,31147833,1
16566,26368093,28841087,1
16567,5636461,7018727,1
16568,10176940,12028941,1
16569,3810016,4853943,1
16570,36691298,39434028,1
16571,12826698,14848807,0
16572,32218976,34832209,1
16573,3631782,4584555,1
16574,20128403,22391086,0
16575,35146147,37827509,1
16576,2381105,2843758,0
16577,1147127,1388071,1
16578,31386582,33959755,1
16579,6817520,8439560,1
16580,1407082,1656270,1
16581,778303,980846,1
16582,26310456,28783123,1
16583,14437980,16490380,1
16584,15671411,17763823,1
16585,3633195,4586071,1
16586,25366517,27809386,1
16587,16402102,18484592,0
16588,18324608,20487290,1
16589,3595154,4527342,1
16590,8596821,10348865,1
16591,4796402,6038646,0
16592,6517540,8069621,1
16593,12395684,14407824,1
16594,16452858,18535276,1
16595,30274987,32818151,1
16596,21400353,23713237,1
16597,34383642,37047012,1
16598,100214,100208,1
16599,6516989,8069064,1
16600,1421556,1672230,1
16601,21981545,24304471,1
16602,658701,842418,0
16603,2045294,2387503,1
16604,11378374,13310530,1
16605,5605043,6987235,1
16606,18945278,21107983,0
16607,19946967,22169714,1
16608,1464767,1720571,1
16609,9225114,11047224,1
16610,33141603,35784939,1
16611,7649550,9331479,1
16612,17553103,19705634,1
16613,1222536,1463614,1
16614,8616728,10388715,1
16615,30004800,32527971,1
16616,15521337,17613744,1
16617,31457532,34050726,1
16618,17715025,19847518,1
16619,492540,629950,1
16620,6104718,7586865,1
16621,606135,777554,1
16622,1120935,1358865,1
16623,1344409,1588997,1
16624,9807559,11659439,0
16625,1635554,1907754,1
16626,5043003,6345594,1
16627,27641797,30144931,1
16628,7058496,8720581,1
16629,17715245,19847731,1
16630,32589596,35222763,1
16631,20147999,22410667,1
16632,10648570,6797457,1
16633,3098130,3770684,1
16634,10424568,12296718,1
16635,20731929,23004410,1
16636,1530282,1794368,1
16637,25216644,27659497,1
16638,12386205,14398347,1
16639,5894880,7357023,1
16640,13967794,16020133,1
16641,1212637,1453796,1
16642,12908528,14940693,1
16643,15350125,17422557,1
16644,8649903,10421640,1
16645,14398208,16450600,1
16646,3733495,4856731,1
16647,7695435,9397577,0
16648,13167260,15199445,1
16649,7625923,9308009,1
16650,14629840,16692143,1
16651,7365181,9027303,1
16652,4285575,5477823,1
16653,37227569,40000329,1
16654,2304798,2736973,1
16655,7448828,9110806,1
16656,15730012,17822451,1
16657,1436525,1688091,0
16658,7925479,9647581,1
16659,621833,796957,1
16660,14437981,16490381,1
16661,1300202,1544379,1
16662,19106388,21309097,1
16663,562313,723597,1
16664,4894672,6176861,1
16665,33681605,36304829,1
16666,35074804,37758142,0
16667,15179275,17251715,1
16668,24545037,26967962,1
16669,756794,956762,1
16670,716281,910073,1
16671,4565459,5817661,1
16672,26339021,28811915,1
16673,19577392,21800105,1
16674,14490062,16552371,1
16675,28662815,31195938,0
16676,2486876,2979211,1
16677,8954636,10746788,0
16678,7616697,9298762,1
16679,29774955,32328163,1
16680,31427684,34020880,1
16681,14578428,16640774,1
16682,12666202,14668351,1
16683,2635020,3177209,1
16684,6166317,7648447,1
16685,483643,615500,1
16686,21240883,23543724,1
16687,15239493,17311945,1
16688,13417311,15469597,1
16689,364583,375239,1
16690,22371757,24704677,1
16691,11074698,12986855,1
16692,22362785,24695587,1
16693,19977272,22200010,1
16694,16081603,18184095,1
16695,27502482,30005666,1
16696,7306166,8948236,1
16697,13157342,15189526,1
16698,29013720,31536919,1
16699,5786532,7218677,1
16700,5176137,6498423,1
16701,20779091,23051852,1
16702,22381890,24714785,1
16703,1545838,1811850,1
16704,556179,716201,1
16705,1855653,2157892,1
16706,7515449,9177549,1
16707,9225077,11047187,1
16708,24485068,26907987,1
16709,997574,1222479,1
16710,17594532,19727028,1
16711,32118550,34721755,1
16712,34964228,37637528,1
16713,852153,1064179,1
16714,32390485,35003855,1
16715,6905381,8547479,1
16716,11726378,13698546,1
16717,6784904,8407056,1
16718,12417021,14429154,1
16719,5936783,7409192,1
16720,4334582,5546736,1
16721,1198292,1439567,1
16722,24736678,27179430,1
16723,9816712,11668671,1
16724,5545161,6917334,1
16725,6320279,7851562,1
16726,32779675,35392845,1
16727,12275976,14268140,0
16728,5425190,6797371,1
16729,13156862,15189052,1
16730,20518901,22791656,1
16731,1311667,1556676,1
16732,1018997,1247277,0
16733,16150816,18253317,1
16734,802757,1008443,1
16735,1826787,2129140,1
16736,11426447,13358610,1
16737,1365503,1609629,1
16738,17282869,19415415,1
16739,1267068,1510627,1
16740,7624881,1594774,1
16741,25346794,27789631,1
16742,1531682,1795826,1
16743,15521331,17613738,1
16744,1603083,1874060,1
16745,33181842,35825202,0
16746,12997714,15029885,1
16747,29033363,31556536,1
16748,1053982,1285589,1
16749,3642861,4595661,1
16750,7070402,8732406,1
16751,34462446,37125752,1
16752,3726790,4719213,1
16753,7057696,8719810,1
16754,25366022,27808972,1
16755,6708389,8310732,1
16756,14619715,16682027,1
16757,8815752,10587906,1
16758,386793,419290,0
16759,1252647,1494878,1
16760,17765210,19897696,1
16761,10224621,12086772,1
16762,6518382,8070428,1
16763,26889473,29372531,1
16764,17735336,19867810,1
16765,19136015,21338731,1
16766,1430570,1681641,0
16767,607566,763715,1
16768,32329449,34942735,1
16769,8617602,10389531,1
16770,782260,985228,1
16771,19176979,21379661,1
16772,8355166,10097284,1
16773,5695903,7108045,1
16774,377687,360670,1
16775,6114656,7596810,1
16776,3376883,4229411,1
16777,1204480,1445813,1
16778,7439348,9101347,1
16779,15529958,17622401,1
16780,600664,770905,1
16781,19676848,21899585,1
16782,3144928,3857103,1
16783,30265065,32808231,1
16784,10173218,12024448,0
16785,9008537,10800482,0
16786,673379,860710,1
16787,5797837,7229820,1
16788,1469432,1726142,1
16789,18895771,21078404,1
16790,30895986,33459148,1
16791,7650096,9331994,1
16792,2464585,2956736,1
16793,35783227,38478646,1
16794,19816852,22039597,1
16795,1399919,1647683,0
16796,1248165,1490455,0
16797,34662952,37346235,0
16798,1563241,1830499,1
16799,2826396,3408859,0
16800,5706411,7118555,1
16801,1371463,1616234,1
16802,10090506,11941983,1
16803,3158950,3871384,0
16804,25177734,27620433,1
16805,32138966,34742200,1
16806,34812912,37386187,1
16807,18616136,20778717,1
16808,30055018,32578201,1
16809,12465077,14477227,1
16810,23573622,25936513,1
16811,37147194,39919917,1
16812,18805401,20978047,1
16813,11435409,13367577,1
16814,30245089,32788264,1
16815,26167801,28640846,0
16816,8559691,10311234,1
16817,16372163,18474652,1
16818,8886588,10678588,1
16819,5940112,1397434,1
16820,2379042,2841525,1
16821,23813879,26186757,1
16822,504059,648878,1
16823,17362971,19485511,0
16824,6124672,7606826,1
16825,5800097,7231849,1
16826,1507365,1768945,1
16827,22141523,24464471,1
16828,7728607,9430157,1
16829,1264880,1508331,1
16830,809245,1016043,1
16831,16422582,18505059,1
16832,6965506,8607646,1
16833,8968586,10760490,1
16834,16362917,18465341,1
16835,3350164,4152921,1
16836,999672,1225061,1
16837,32489790,35103085,1
16838,784803,988052,1
16839,14618256,16680626,1
16840,12245170,14237323,1
16841,9026072,10838100,1
16842,22472306,24795157,1
16843,3695980,4668337,1
16844,3055494,3727809,1
16845,24034923,26407659,1
16846,448453,550218,1
16847,12906559,14938746,0
16848,981507,1204683,1
16849,6595921,8178085,1
16850,10567697,12449650,1
16851,4535288,5777488,1
16852,33320394,35963643,1
16853,34863948,37547259,1
16854,2894863,3527058,0
16855,29163920,31707107,1
16856,1223579,1464274,1
16857,1634840,1907010,1
16858,3848759,4862407,1
16859,7046645,8708774,1
16860,4806500,6068737,1
16861,11035105,12957262,1
16862,1618257,1890309,1
16863,2645250,3187452,1
16864,12647375,14649526,1
16865,12439156,14451275,1
16866,27571664,30074813,1
16867,26169540,28642345,1
16868,17573299,19685834,1
16869,27650405,26987891,1
16870,287472,287469,0
16871,27832006,30335117,0
16872,1048051,1279189,0
16873,7062516,8724117,1
16874,16411675,18494172,1
16875,9199242,11061180,1
16876,2305280,2737481,1
16877,3637628,4589976,1
16878,6291439,7822621,1
16879,36520342,39252574,1
16880,22341602,24664537,1
16881,1539576,1804949,1
16882,34663456,37346764,1
16883,584866,751519,1
16884,16502844,18605290,1
16885,7565001,9247134,1
16886,7639226,9321137,1
16887,9534818,11386940,1
16888,11134614,13046766,1
16889,7709410,9410933,1
16890,13157568,15189753,1
16891,34653357,37336659,0
16892,37691744,40464786,0
16893,7618795,9300740,1
16894,20752460,23024864,1
16895,1543955,1809951,1
16896,9025615,10837676,1
16897,3353300,4156392,1
16898,1458260,1712822,1
16899,1557540,1824545,1
16900,634459,812787,0
16901,11686396,13658547,1
16902,16442298,18524776,1
16903,5796434,7228597,1
16904,14458323,16520663,1
16905,13326516,15368767,1
16906,28772882,31286025,1
16907,31166939,33740160,0
16908,34964654,37637981,1
16909,32489089,35102327,1
16910,1273821,1517630,1
16911,7092557,8754107,1
16912,21931286,24254211,1
16913,2298169,2730576,0
16914,1124514,1362507,0
16915,2826975,3409489,1
16916,5650791,7033269,1
16917,33681668,36304896,1
16918,32920013,35563240,1
16919,9076649,10888649,1
16920,1264899,1508355,1
16921,9224782,11046916,1
16922,5958829,7431236,1
16923,3370527,4223456,1
16924,28634331,31167540,1
16925,13147008,15169197,1
16926,3920648,5014475,0
16927,18084119,20236826,1
16928,18916124,21098712,1
16929,35176765,37868178,1
16930,17873818,20026459,1
16931,10148912,12000498,1
16932,36019425,38721024,1
16933,12245572,14237728,1
16934,6597087,8179216,1
16935,24224493,26627438,1
16936,3054989,3727211,1
16937,12225038,14217191,1
16938,5364582,6716735,1
16939,5955394,7427539,1
16940,20448308,22711109,1
16941,8555344,10307458,1
16942,15079094,17151544,1
16943,8607517,10359507,0
16944,33330815,35974095,1
16945,16511559,18644067,1
16946,17583446,19695970,1
16947,3734046,4857329,1
16948,33251959,35895314,1
16949,6115744,7597937,1
16950,6541361,8093429,1
16951,35226388,37907766,1
16952,11398119,13320317,1
16953,10575973,12458034,0
16954,12327202,14319319,1
16955,4244672,5416827,1
16956,34993459,37676737,1
16957,471262,594963,1
16958,3675421,4638547,1
16959,2080191,2432696,1
16960,16290992,18393535,1
16961,12526637,14538766,1
16962,13147814,15169999,1
16963,771316,973075,1
16964,9188847,11020748,1
16965,13088729,15110820,1
16966,885293,1100907,1
16967,9057455,10869430,1
16968,3378621,4230638,1
16969,9865393,11717455,1
16970,32299165,34912412,0
16971,494338,632817,1
16972,13817563,15879897,1
16973,19576620,21799365,1
16974,6875618,8497745,1
16975,6168720,7650872,1
16976,11367902,13300070,1
16977,36370961,39102332,1
16978,1441479,1693511,1
16979,34302381,36965675,1
16980,24043340,26416298,1
16981,9835454,11687526,1
16982,1092918,1330474,1
16983,31647955,34241181,1
16984,16411355,18493893,1
16985,11365677,13297831,1
16986,12419314,14431460,1
16987,8969518,10761357,1
16988,3725304,4717549,1
16989,31376323,33949494,1
16990,7668947,9350883,1
16991,561578,722718,1
16992,13167454,15199644,1
16993,37680368,40453107,1
16994,3195320,3928081,1
16995,16312101,18414585,1
16996,25918362,28371190,1
16997,4794606,6036761,1
16998,995819,1220400,1
16999,28563093,31086234,1
17000,23653658,26026547,1
17001,657682,841098,1
17002,7625734,9307830,1
17003,15029382,17111813,1
17004,19968081,22190735,1
17005,12645262,14647410,1
17006,20588701,22861486,1
17007,1448879,1701583,0
17008,35003497,37686787,1
17009,10083275,11934465,1
17010,24575140,26998049,0
17011,2995120,3617319,1
17012,17253420,15471133,1
17013,1280874,1524019,1
17014,15709889,17802331,1
17015,25337113,27779909,1
17016,563455,725061,1
17017,10924660,12816809,1
17018,24074460,26657414,1
17019,30255535,32798722,1
17020,28152475,30665619,1
17021,1351257,1595491,1
17022,12447578,14459709,1
17023,2834711,3416883,1
17024,3345601,4147858,0
17025,19907196,22129927,1
17026,13287695,15329888,1
